    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643097.5859454 ,                      1 , 1700643090.2948833 ,1700643088.9443135 ,True              ,              66056192.0 ,      1700643090.3567276 ,    1700643095.3617878 ,           5.0050602  ,             5.0 ,                      0.0 ,            67293184.0 ,1700643095.3653445 ,      5.07046127 ,     1700643098.1043406 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643098.032553  ,                      1 , 1700643090.296911  ,1700643088.9443135 ,True              ,              66064384.0 ,      1700643090.3885155 ,    1700643095.3935678 ,           5.00505233 ,             5.0 ,                      0.0 ,            67547136.0 ,1700643095.3969522 ,      5.10004115 ,     1700643098.266186  ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643097.9923408 ,                      1 , 1700643090.2986753 ,1700643088.9443135 ,True              ,              66068480.0 ,      1700643090.3661594 ,    1700643095.3712146 ,           5.00505519 ,             5.0 ,                      0.0 ,            67420160.0 ,1700643095.3743603 ,      5.07568502 ,     1700643098.2670467 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643098.0852082 ,                      1 , 1700643090.3002703 ,1700643088.9443135 ,True              ,              66064384.0 ,      1700643090.35597   ,    1700643095.3610392 ,           5.00506926 ,             5.0 ,                      0.0 ,            67301376.0 ,1700643095.3653514 ,      5.06508112 ,     1700643098.261944  ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643098.101814  ,                      1 , 1700643090.3020203 ,1700643088.9443135 ,True              ,              66060288.0 ,      1700643090.3733459 ,    1700643095.3784103 ,           5.00506449 ,             5.0 ,                      0.0 ,            67543040.0 ,1700643095.381802  ,      5.07978177 ,     1700643098.2771554 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643098.0860112 ,                      1 , 1700643090.3039963 ,1700643088.9443135 ,True              ,              66068480.0 ,      1700643090.3725414 ,    1700643095.3775961 ,           5.00505471 ,             5.0 ,                      0.0 ,            67305472.0 ,1700643095.3806157 ,      5.07661939 ,     1700643098.2863166 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643097.9884224 ,                      1 , 1700643090.3058825 ,1700643088.9443135 ,True              ,              66068480.0 ,      1700643090.3675663 ,    1700643095.3726208 ,           5.00505447 ,             5.0 ,                      0.0 ,            67305472.0 ,1700643095.3760753 ,      5.07019281 ,     1700643098.1385288 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643098.17947   ,                      1 , 1700643090.3076253 ,1700643088.9443135 ,True              ,              66068480.0 ,      1700643090.3617578 ,    1700643095.366811  ,           5.00505328 ,             5.0 ,                      0.0 ,            67305472.0 ,1700643095.3698995 ,      5.06227422 ,     1700643098.2678435 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643097.6179602 ,                      1 , 1700643090.3096244 ,1700643088.9443135 ,True              ,              66072576.0 ,      1700643090.368765  ,    1700643095.373818  ,           5.0050528  ,             5.0 ,                      0.0 ,            67256320.0 ,1700643095.377032  ,      5.06740761 ,     1700643098.1479855 ,                      0
    1700643088.8627017 ,               0.042151 ,               10304 ,                   753 ,             0.035927 ,                    0 ,             0.080289 ,     1700643098.147499  ,                      1 , 1700643090.3113492 ,1700643088.9443135 ,True              ,              66072576.0 ,      1700643090.378898  ,    1700643095.3839493 ,           5.00505137 ,             5.0 ,                      0.0 ,            67256320.0 ,1700643095.3870769 ,      5.0757277  ,     1700643098.2766907 ,                      0
