start_time,end_time,download_time
1700576876.7074087,1700576891.5495062,14.842097520828247
1700576876.7101731,1700576890.73857,14.028396844863892
1700576876.7177193,1700576891.8658345,15.148115158081055
1700576876.7108638,1700576891.5580146,14.847150802612305
1700576876.712738,1700576890.9531903,14.240452289581299
1700576876.711206,1700576894.4867575,17.775551557540894
1700576876.7128112,1700576888.1763413,11.46353006362915
1700576876.695203,1700576891.6112123,14.916009187698364
1700576876.7193336,1700576888.2396934,11.520359754562378
1700576876.7129776,1700576888.3335407,11.62056303024292
1700576876.7484765,1700576893.4092393,16.660762786865234
1700576876.7152572,1700576888.637831,11.922573804855347
1700576876.7297058,1700576889.4711692,12.741463422775269
1700576876.7210553,1700576890.70958,13.988524675369263
1700576876.7193027,1700576890.2780175,13.558714866638184
1700576876.7152464,1700576890.1356087,13.4203622341156
1700576876.7277062,1700576894.6322844,17.90457820892334
1700576876.7544777,1700576890.104842,13.350364208221436
1700576876.7323952,1700576890.7751274,14.042732238769531
1700576876.7340186,1700576890.2995858,13.565567255020142
1700576876.7405007,1700576889.1481028,12.407602071762085
1700576876.736267,1700576888.228317,11.492049932479858
1700576876.7336054,1700576889.486326,12.752720594406128
1700576876.7363007,1700576891.871378,15.135077238082886
1700576876.7672575,1700576889.0692413,12.301983833312988
1700576876.7316227,1700576891.0639822,14.332359552383423
1700576876.7562428,1700576895.2663991,18.510156393051147
1700576876.7501357,1700576891.0638502,14.313714504241943
1700576876.7481027,1700576890.9338229,14.185720205307007
1700576876.7497811,1700576891.637997,14.888215780258179
1700576876.7511714,1700576888.2287576,11.477586269378662
1700576876.7480426,1700576890.0212603,13.273217678070068
1700576876.7524998,1700576891.8818595,15.129359722137451
1700576876.7562265,1700576889.5469182,12.790691614151001
1700576876.7653327,1700576890.744851,13.979518413543701
1700576876.7631161,1700576888.3102865,11.547170400619507
1700576876.7622485,1700576892.017867,15.255618572235107
1700576876.7565348,1700576895.373515,18.61698007583618
1700576876.767249,1700576893.9349804,17.167731285095215
1700576876.766079,1700576891.7168741,14.95079517364502
1700576876.7712107,1700576888.244219,11.473008394241333
1700576876.767864,1700576889.7547445,12.986880540847778
1700576876.7772536,1700576891.6525784,14.875324726104736
1700576876.7755015,1700576888.3474758,11.571974277496338
1700576876.7772956,1700576890.6958141,13.918518543243408
1700576876.7648313,1700576888.7792537,12.014422416687012
1700576876.763158,1700576888.2258165,11.462658405303955
1700576876.781337,1700576895.546347,18.765009880065918

