start_time,end_time,download_time
1700576642.882886,1700576643.3796139,0.49672794342041016
1700576642.8891428,1700576643.469809,0.5806663036346436
1700576642.887531,1700576643.5280046,0.6404736042022705
1700576642.885394,1700576643.385621,0.5002269744873047
1700576642.8893557,1700576643.6261616,0.7368059158325195
1700576642.8992581,1700576643.396199,0.49694085121154785
1700576642.9115694,1700576643.6393843,0.7278149127960205
1700576642.8978467,1700576643.611692,0.7138452529907227
1700576642.905676,1700576643.480693,0.5750172138214111
1700576642.882655,1700576643.5845048,0.7018499374389648
1700576642.8909287,1700576643.3811002,0.4901714324951172
1700576642.9067097,1700576643.4599686,0.5532588958740234
1700576642.8990602,1700576643.5208967,0.6218364238739014
1700576642.9040859,1700576643.3951015,0.4910156726837158
1700576642.8999798,1700576643.6053019,0.7053220272064209
1700576642.9081986,1700576643.6695993,0.7614006996154785
1700576642.9085343,1700576643.554157,0.645622730255127
1700576642.8910213,1700576643.5602884,0.6692671775817871
1700576642.9067678,1700576643.5231118,0.6163439750671387
1700576642.911699,1700576643.4865096,0.5748105049133301
1700576642.9443502,1700576643.5473928,0.6030426025390625
1700576642.9198895,1700576643.5675132,0.6476237773895264
1700576642.9138932,1700576643.4198322,0.5059390068054199
1700576642.9291573,1700576643.5452764,0.6161191463470459
1700576642.9147923,1700576643.6375875,0.7227952480316162
1700576642.94264,1700576643.534144,0.5915038585662842
1700576642.912944,1700576643.715557,0.8026130199432373
1700576642.931416,1700576643.687023,0.7556068897247314
1700576642.9334445,1700576643.5931957,0.6597511768341064
1700576642.928784,1700576643.5802317,0.6514477729797363
1700576642.9288552,1700576643.5221262,0.593271017074585
1700576642.931138,1700576643.4984205,0.5672824382781982
1700576642.9127173,1700576643.4533434,0.540626049041748
1700576642.9308996,1700576643.450468,0.5195684432983398
1700576642.9297721,1700576643.4914942,0.5617220401763916
1700576642.9443502,1700576643.5260866,0.5817363262176514
1700576642.9388728,1700576643.435413,0.4965400695800781
1700576642.945658,1700576643.4369056,0.49124765396118164
1700576642.9688654,1700576643.470008,0.5011425018310547
1700576642.9305484,1700576643.4246378,0.49408936500549316
1700576642.9418416,1700576643.7364829,0.7946412563323975
1700576642.9479582,1700576643.5602505,0.6122922897338867
1700576642.952569,1700576643.4399388,0.4873697757720947
1700576642.990558,1700576643.5596004,0.569042444229126
1700576642.9308498,1700576643.6522777,0.7214279174804688
1700576642.96786,1700576643.4604979,0.49263787269592285
1700576642.9578254,1700576643.5157292,0.5579037666320801
1700576642.952508,1700576643.532765,0.5802569389343262

