fn_id,host_submit,init_fn,post_download,pre_shuffle,post_shuffle,pre_upload,end_fn,finished
0,1714040110844,1714040114300,1714040121942,1714040125576,1714040159329,1714040167956,1714040173205,1714040206710
1,1714040110844,1714040114299,1714040125402,1714040128452,1714040175039,1714040186208,1714040190764,1714040206710
2,1714040110844,1714040114298,1714040127316,1714040129511,1714040177201,1714040187873,1714040193003,1714040206710
3,1714040110844,1714040114298,1714040122247,1714040125591,1714040163712,1714040175134,1714040180911,1714040206710
4,1714040110844,1714040114303,1714040125030,1714040137429,1714040174165,1714040184782,1714040193472,1714040206710
5,1714040110844,1714040114296,1714040125713,1714040136955,1714040163746,1714040170626,1714040174866,1714040206710
6,1714040110844,1714040114298,1714040122634,1714040126097,1714040161669,1714040170040,1714040175020,1714040206710
7,1714040110844,1714040114299,1714040125876,1714040129084,1714040153858,1714040158581,1714040162616,1714040206710
8,1714040110844,1714040114302,1714040126451,1714040128704,1714040157678,1714040168148,1714040175809,1714040206710
9,1714040110844,1714040114302,1714040125022,1714040137904,1714040161327,1714040172485,1714040178053,1714040206710
10,1714040110844,1714040114297,1714040126090,1714040128690,1714040157502,1714040166094,1714040173246,1714040206710
11,1714040110844,1714040114301,1714040124345,1714040140382,1714040164387,1714040173221,1714040180825,1714040206710
12,1714040110844,1714040114304,1714040124137,1714040140517,1714040169232,1714040178669,1714040182973,1714040206710
13,1714040110844,1714040114300,1714040122797,1714040126293,1714040157666,1714040169019,1714040173748,1714040206710
14,1714040110844,1714040114296,1714040122474,1714040126252,1714040158737,1714040168813,1714040175832,1714040206710
15,1714040110844,1714040114301,1714040121583,1714040126355,1714040157364,1714040165285,1714040169607,1714040206710
16,1714040110844,1714040114299,1714040122985,1714040126169,1714040158025,1714040166110,1714040173385,1714040206710
17,1714040110844,1714040114296,1714040125163,1714040136965,1714040174472,1714040181687,1714040186144,1714040206710
18,1714040110844,1714040114301,1714040124387,1714040139985,1714040157300,1714040165570,1714040172967,1714040206710
19,1714040110844,1714040114299,1714040124732,1714040138650,1714040179331,1714040188612,1714040193883,1714040206710
20,1714040110844,1714040114300,1714040125864,1714040129906,1714040164116,1714040172333,1714040179249,1714040206710
21,1714040110844,1714040114303,1714040122041,1714040126001,1714040173999,1714040185259,1714040193844,1714040206710
22,1714040110844,1714040114295,1714040120476,1714040121849,1714040174547,1714040182610,1714040186403,1714040206710
