host_job_create_tstamp,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_result_upload_time,worker_peak_memory_end,worker_end_tstamp,worker_exec_time,host_result_done_tstamp,host_result_query_count
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072094.851385,1,1703072085.7301517,1703072075.8615305,True,63717376.0,1703072087.1429658,1703072092.1435933,5.00062752,5.0,0.0,64905216.0,1703072092.1631336,6.43298197,1703072095.1390712,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072089.2167022,1,1703072082.1732576,1703072075.8619957,True,65957888.0,1703072082.5157597,1703072087.5160975,5.00033784,5.0,0.0,67145728.0,1703072087.5292974,5.35603976,1703072090.1188514,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072088.2326078,1,1703072081.3211045,1703072075.8624122,True,65351680.0,1703072081.5837934,1703072086.5849354,5.00114202,5.0,0.0,66461696.0,1703072086.5967793,5.27567482,1703072089.1152077,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072094.975879,1,1703072084.3445013,1703072075.8627071,True,64655360.0,1703072085.7110858,1703072090.7114246,5.00033879,5.0,0.0,65843200.0,1703072090.7279508,6.38344955,1703072095.1393425,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072088.8965669,1,1703072081.5700328,1703072075.862917,True,63922176.0,1703072081.9979343,1703072086.9994762,5.00154185,5.0,0.0,65110016.0,1703072087.0140717,5.44403887,1703072089.1138582,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072094.4986475,1,1703072084.4462411,1703072075.8631516,True,67473408.0,1703072085.8203857,1703072090.8207855,5.00039983,5.0,0.0,68583424.0,1703072090.8349237,6.3886826,1703072095.140457,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072088.7677965,1,1703072082.0708933,1703072075.8633347,True,63078400.0,1703072082.4147277,1703072087.4155803,5.00085258,5.0,0.0,64266240.0,1703072087.4287074,5.35781407,1703072089.1147223,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072092.1578662,1,1703072083.9196725,1703072075.8635573,True,65855488.0,1703072085.4327147,1703072090.433614,5.00089931,5.0,0.0,67043328.0,1703072090.4538112,6.53413868,1703072093.1333158,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072088.7457356,1,1703072082.1848235,1703072075.863723,True,65994752.0,1703072082.5102375,1703072087.5107267,5.00048923,5.0,0.0,67182592.0,1703072087.5217323,5.33690882,1703072089.1150618,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072089.862545,1,1703072082.171982,1703072075.8639998,True,65507328.0,1703072082.508439,1703072087.5088031,5.00036407,5.0,0.0,66695168.0,1703072087.5291915,5.35720944,1703072090.1190827,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072091.9800727,1,1703072083.8442485,1703072075.8642037,True,63516672.0,1703072084.1178327,1703072089.1179523,5.00011969,5.0,0.0,64704512.0,1703072089.129143,5.28489447,1703072092.1240923,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072098.0523837,1,1703072087.131608,1703072075.8644757,True,64163840.0,1703072088.5118494,1703072093.5125623,5.00071287,5.0,0.0,65351680.0,1703072093.5272033,6.39559531,1703072098.1571357,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072092.104507,1,1703072085.1695,1703072075.8647268,True,64028672.0,1703072085.4630203,1703072090.4641652,5.00114489,5.0,0.0,65216512.0,1703072090.4775906,5.30809045,1703072092.1263423,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072094.9965348,1,1703072086.0553467,1703072075.864915,True,64245760.0,1703072087.2633564,1703072092.2644045,5.00104809,5.0,0.0,65433600.0,1703072092.2871807,6.23183393,1703072095.140344,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072097.7961562,1,1703072087.9768326,1703072075.8651757,False,65736704.0,1703072089.3121667,1703072094.3130968,5.00093007,5.0,0.0,66924544.0,1703072094.4086185,6.43178582,1703072098.15632,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072092.1245294,1,1703072084.2728875,1703072075.86544,True,65331200.0,1703072084.556048,1703072089.5567057,5.0006578,5.0,0.0,66519040.0,1703072089.571421,5.29853344,1703072092.1281857,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072091.9927905,1,1703072084.1519966,1703072075.8656383,True,65323008.0,1703072084.5252495,1703072089.5260324,5.00078297,5.0,0.0,66510848.0,1703072089.543411,5.3914144,1703072092.1259143,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072097.9247587,1,1703072087.3056629,1703072075.8657863,True,64503808.0,1703072088.710803,1703072093.7115185,5.00071549,5.0,0.0,65691648.0,1703072093.7245746,6.4189117,1703072098.1569517,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072094.9725266,1,1703072085.7099285,1703072075.8659685,True,66502656.0,1703072086.8650105,1703072091.8655024,5.00049186,5.0,0.0,67690496.0,1703072091.9715214,6.26159286,1703072095.1406918,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072095.0064301,1,1703072085.661871,1703072075.8661382,True,66519040.0,1703072086.8605847,1703072091.8616045,5.00101972,5.0,0.0,67706880.0,1703072091.8785894,6.21671844,1703072095.141771,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072106.7170806,1,1703072093.6039457,1703072075.8662858,True,62615552.0,1703072095.6674888,1703072100.6680596,5.00057077,5.0,0.0,63803392.0,1703072100.7303534,7.12640762,1703072107.318618,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072094.9872057,1,1703072085.6756577,1703072075.866473,True,64679936.0,1703072086.7586086,1703072091.7595367,5.00092816,5.0,0.0,65867776.0,1703072091.8378174,6.16215968,1703072095.1424687,0
1703072074.908718,0.029548,21744,777,0.920724,0,0.952065,1703072097.8283966,1,1703072088.500372,1703072075.866646,True,66813952.0,1703072090.550974,1703072095.5524187,5.00144482,5.0,0.0,68001792.0,1703072095.575138,7.07476616,1703072098.1574993,0
