host_job_create_tstamp,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_result_upload_time,worker_peak_memory_end,worker_end_tstamp,worker_exec_time,host_result_done_tstamp,host_result_query_count
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643007.1635942,1,1700643001.2505593,1700642995.5543766,True,66244608.0,1700643000.96897,1700643005.9740334,5.0050633,5.0,0.0,67403776.0,1700643005.9772751,5.06363106,1700643007.536121,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643007.1626744,1,1700643001.0185585,1700642995.5543766,True,66244608.0,1700643000.967748,1700643005.9728167,5.00506878,5.0,0.0,67403776.0,1700643005.9761305,5.0611558,1700643007.534613,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643007.197355,1,1700643001.508217,1700642995.5543766,True,66048000.0,1700643001.0973732,1700643006.1024556,5.00508237,5.0,0.0,67530752.0,1700643006.1054742,5.06519723,1700643007.5374515,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643007.1644373,1,1700643001.3709784,1700642995.5543766,True,66048000.0,1700643001.0966227,1700643006.1016967,5.00507402,5.0,0.0,67346432.0,1700643006.105396,5.06382704,1700643007.5421522,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643005.7671266,1,1700642999.9945555,1700642995.5543766,True,66052096.0,1700643000.1979463,1700643005.2030048,5.00505829,5.0,0.0,67665920.0,1700643005.2062192,5.14711356,1700643006.1265745,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643005.7845924,1,1700643000.010366,1700642995.5543766,True,66056192.0,1700643000.198756,1700643005.2024674,5.00371146,5.0,0.0,67670016.0,1700643005.2059462,5.14569569,1700643006.1273868,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.0173397,1,1700642998.051361,1700642995.5543766,True,66232320.0,1700642998.1283228,1700643003.133384,5.00506115,5.0,0.0,67579904.0,1700643003.136884,5.0692749,1700643004.6298528,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.3511107,1,1700642998.5528872,1700642995.5543766,True,66236416.0,1700642998.1267843,1700643003.1304758,5.00369143,5.0,0.0,67584000.0,1700643003.135058,5.06640625,1700643004.628914,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.6503007,1,1700642997.91798,1700642995.5543766,True,66195456.0,1700642997.8323238,1700643002.8344653,5.00214148,5.0,0.0,67350528.0,1700643002.8380146,5.09172153,1700643004.9317434,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.3539107,1,1700642998.1786363,1700642995.5543766,True,66199552.0,1700642997.8054397,1700643002.810469,5.0050292,5.0,0.0,67358720.0,1700643002.814201,5.06652522,1700643004.6318977,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.655271,1,1700642998.804275,1700642995.5543766,True,66314240.0,1700642998.491824,1700643003.4919057,5.00008178,5.0,0.0,67403776.0,1700643003.4954824,5.09862494,1700643004.9294815,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.5385957,1,1700642998.4534588,1700642995.5543766,True,66314240.0,1700642998.4884272,1700643003.493492,5.00506473,5.0,0.0,67403776.0,1700643003.4967303,5.09812927,1700643004.6315515,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.5082262,1,1700642997.8461404,1700642995.5543766,True,66277376.0,1700642997.5947082,1700643002.5997694,5.00506115,5.0,0.0,67428352.0,1700643002.6028569,5.1631031,1700643004.6322076,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643004.684975,1,1700642997.5789316,1700642995.5543766,True,66281472.0,1700642997.5856647,1700643002.590727,5.00506234,5.0,0.0,67432448.0,1700643002.5944228,5.1529696,1700643004.931085,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643005.7583883,1,1700642999.252551,1700642995.5543766,True,66338816.0,1700642999.2544136,1700643004.2584655,5.00405192,5.0,0.0,67207168.0,1700643004.2615678,5.09005284,1700643006.1278064,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643005.7723105,1,1700642999.540207,1700642995.5543766,True,66338816.0,1700642999.2410846,1700643004.2424684,5.00138378,5.0,0.0,67207168.0,1700643004.2459576,5.07308269,1700643006.128291,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643007.166934,1,1700643000.7256708,1700642995.5543766,True,66195456.0,1700643000.8099742,1700643005.8144655,5.00449133,5.0,0.0,67350528.0,1700643005.817727,5.07600856,1700643007.5429306,0
1700642995.4755635,0.042257,10304,752,0.032286,0,0.077541,1700643007.1692705,1,1700643000.8378613,1700642995.5543766,True,66199552.0,1700643000.8038538,1700643005.806471,5.00261736,5.0,0.0,67354624.0,1700643005.8098202,5.06536579,1700643007.5389502,0
